 LINE ID,naics2002,2002 NAICS US TITLE,isic,ISIC 3.1 TITLE,NOTES
254,311223,Other Oilseed Processing,1514,Manufacture of vegetable and animal oils and fats,"refined oilseed oils made in crushing mills (except soybean), crude oilseed oils (except soybean), margarine, shortening, and similar edible oils (except soy based) made in oilseed crushing mills, integrated olive growing and olive oil production"
256,311225,Fats and Oils Refining and Blending,1511,"Production, processing and preserving of meat and meat products",blending edible animal fats and oils
257,311225,Fats and Oils Refining and Blending,1514,Manufacture of vegetable and animal oils and fats,"refining and blending purchased animal, vegetable and oilseed fats and/or oils, margarine, shortening, and similar edible oils made from purchased oils"
259,311225,Fats and Oils Refining and Blending,1532,Manufacture of starches and starch products,corn oil made from purchased oil
260,311230,Breakfast Cereal Manufacturing,1531,Manufacture of grain mill products,manufacture of cereal breakfast foods
261,311311,Sugarcane Mills,1542,Manufacture of sugar,manufacture of raw cane sugar from sugarcane and the manufacture of refined sugar in sugarcane mills (integrated production)
262,311312,Cane Sugar Refining,1542,Manufacture of sugar,manufacture of refined cane sugar from purchased raw cane sugar
263,311313,Beet Sugar Manufacturing,1542,Manufacture of sugar,processing refined beet sugar from sugar beets
264,311320,Chocolate and Confectionery Manufacturing from Cacao Beans,1543,"Manufacture of cocoa, chocolate and sugar confectionery","processing cacao beans, manufacture of chocolate confections starting with cacao beans"
265,311330,Confectionery Manufacturing from Purchased Chocolate,1543,"Manufacture of cocoa, chocolate and sugar confectionery",manufacturing confections from purchased chocolate
266,311340,Nonchocolate Confectionery Manufacturing,1543,"Manufacture of cocoa, chocolate and sugar confectionery","sugar confectionery, nonchocolate"
267,311340,Nonchocolate Confectionery Manufacturing,1549,Manufacture of other food products n.e.c.,"sugarless confectionery and gum, nonchocolate breakfast bars, granola bars and clusters, and similar sportsman food preparations"
270,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",1513,Processing and preserving of fruit and vegetables,"frozen fruits and vegetables, frozen prepared potato products (e.g., frozen french fries), fruit and vegetable juices and concentrates, frozen"
271,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",1549,Manufacture of other food products n.e.c.,"dietetic homogenized frozen fruits, juices, or vegetables"
272,311412,Frozen Specialty Food Manufacturing,1513,Processing and preserving of fruit and vegetables,frozen specialties based on fruits or vegetables
273,311412,Frozen Specialty Food Manufacturing,1541,Manufacture of bakery products,"frozen french toast, waffles, and pancakes (NAICS US and NAICS Canada, SCIAN 311813)"
274,311412,Frozen Specialty Food Manufacturing,1544,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",prepared frozen pasta products (frozen pasta or pasta combined with other ingredients)
275,311412,Frozen Specialty Food Manufacturing,1549,Manufacture of other food products n.e.c.,"dietetic and low sodium frozen specialty foods, other frozen specialties including dinners, pizza, soups, pot pies, and whipped topping"
277,311421,Fruit and Vegetable Canning,1513,Processing and preserving of fruit and vegetables,"canned potatoes, fresh and canned fruit and vegetable juices and concentrates, canned fruits, vegetables, and products including jams and jellies"
280,311421,Fruit and Vegetable Canning,1549,Manufacture of other food products n.e.c.,"catsup and similar tomato sauces, fruits and vegetables, canned, homogenized or dietetic"
282,311422,Specialty Canning,1513,Processing and preserving of fruit and vegetables,"canned specialties based on fruits or vegetables including baked beans, bean sprouts, Chinese food, and mincemeat"
283,311422,Specialty Canning,1544,"Manufacture of macaroni, noodles, couscous and similar farinaceous products","prepared canned pasta products, such as canned spaghetti or canned noodles"
284,311422,Specialty Canning,1549,Manufacture of other food products n.e.c.,"baby food, including meat, canned; dietetic foods, canned, soups, meats, and other prepared foods"
286,311423,Dried and Dehydrated Food Manufacturing,1513,Processing and preserving of fruit and vegetables,"dehydrating potato products (e.g., granules and flakes), dried and dehydrated fruits and vegetables"
288,311423,Dried and Dehydrated Food Manufacturing,1549,Manufacture of other food products n.e.c.,soup mixes
289,311511,Fluid Milk Manufacturing,1520,Manufacture of dairy products,"fluid milk and products such as sour cream, cottage cheese, sour cream dips, yogurt, nonalcoholic eggnog, and flavored milk drinks"
290,311512,Creamery Butter Manufacturing,1520,Manufacture of dairy products,butter manufacturing
291,311513,Cheese Manufacturing,1520,Manufacture of dairy products,"cheese and cheese products, such as cheese dip"
292,311513,Cheese Manufacturing,1549,Manufacture of other food products n.e.c.,imitation or substitute cheese products
293,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",1520,Manufacture of dairy products,"dry, condensed, and evaporated milk, whey, lactose, ultra heat treated milk"
294,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",1549,Manufacture of other food products n.e.c.,"infant formula, dietary drinks (dairy and nondairy)"
295,311520,Ice Cream and Frozen Dessert Manufacturing,1520,Manufacture of dairy products,"ice cream frozen ice, frozen yogurt, sorbet, frozen tofu, frozen pudding, frozen juice pops, and similar frozen desserts"
296,311611,Animal (except Poultry) Slaughtering,1511,"Production, processing and preserving of meat and meat products",animal slaughtering
297,311612,Meat Processed From Carcasses,1511,"Production, processing and preserving of meat and meat products",meat and meat products produced from purchased carcasses and producing finer cuts from purchased meats
298,311613,Rendering and Meat Byproduct Processing,1511,"Production, processing and preserving of meat and meat products",rendering and refining of lard and other edible animal fats and oils
299,311613,Rendering and Meat Byproduct Processing,1514,Manufacture of vegetable and animal oils and fats,rendering inedible animal fats and oils
300,311615,Poultry Processing,1511,"Production, processing and preserving of meat and meat products","poultry and small game slaughtering and meat production, poultry and poultry products produced from purchased poultry meat (including small game meat products)"
302,311711,Seafood Canning,0501,Fishing,"gathering and processing of seafood into canned seafood in factory ships (i.e., factory ships that also fish)"
303,311711,Seafood Canning,1512,Processing and preserving of fish and fish products,"canning seafood (except soups, chowders, stews, broth, fish oils or the gathering and processing of seafood)"
304,311711,Seafood Canning,1514,Manufacture of vegetable and animal oils and fats,canned fish oils
